
---------- Begin Simulation Statistics ----------
sim_seconds                                  0.001277                       # Number of seconds simulated
sim_ticks                                  1277439369                       # Number of ticks simulated
final_tick                                 1277439369                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
host_inst_rate                                 226837                       # Simulator instruction rate (inst/s)
host_op_rate                                   226837                       # Simulator op (including micro ops) rate (op/s)
host_tick_rate                              139225826                       # Simulator tick rate (ticks/s)
host_mem_usage                                 697312                       # Number of bytes of host memory used
host_seconds                                     9.18                       # Real time elapsed on the host
sim_insts                                     2081296                       # Number of instructions simulated
sim_ops                                       2081296                       # Number of ops (including micro ops) simulated
system.voltage_domain.voltage                       1                       # Voltage in Volts
system.clk_domain.clock                          1000                       # Clock period in ticks
system.mem_ctrls.bytes_read::cpu00.inst        118656                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu00.data        376384                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu01.inst         11392                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu01.data          5248                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu02.inst          3968                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu02.data          5056                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu03.inst           640                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu03.data          5440                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu04.inst           320                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu04.data          4480                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu05.inst          2496                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu05.data          5568                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu06.inst           320                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu06.data          5440                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu07.inst          2048                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu07.data          5312                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu08.inst           512                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu08.data          4416                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu09.inst          1088                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu09.data          5632                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu10.inst          1408                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu10.data          5696                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu11.inst           768                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu11.data          5504                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu12.inst           768                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu12.data          4416                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu13.inst           448                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu13.data          5696                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu14.inst           640                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu14.data          4288                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu15.inst          2560                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu15.data          5824                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::total             602432                       # Number of bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu00.inst       118656                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu01.inst        11392                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu02.inst         3968                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu03.inst          640                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu04.inst          320                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu05.inst         2496                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu06.inst          320                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu07.inst         2048                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu08.inst          512                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu09.inst         1088                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu10.inst         1408                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu11.inst          768                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu12.inst          768                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu13.inst          448                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu14.inst          640                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu15.inst         2560                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::total        148032                       # Number of instructions bytes read from this memory
system.mem_ctrls.num_reads::cpu00.inst           1854                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu00.data           5881                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu01.inst            178                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu01.data             82                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu02.inst             62                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu02.data             79                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu03.inst             10                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu03.data             85                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu04.inst              5                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu04.data             70                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu05.inst             39                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu05.data             87                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu06.inst              5                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu06.data             85                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu07.inst             32                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu07.data             83                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu08.inst              8                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu08.data             69                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu09.inst             17                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu09.data             88                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu10.inst             22                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu10.data             89                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu11.inst             12                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu11.data             86                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu12.inst             12                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu12.data             69                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu13.inst              7                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu13.data             89                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu14.inst             10                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu14.data             67                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu15.inst             40                       # Number of read requests responded to by this memory
