
---------- Begin Simulation Statistics ----------
sim_seconds                                  0.001343                       # Number of seconds simulated
sim_ticks                                  1343455254                       # Number of ticks simulated
final_tick                                 1343455254                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
host_inst_rate                                 232386                       # Simulator instruction rate (inst/s)
host_op_rate                                   232385                       # Simulator op (including micro ops) rate (op/s)
host_tick_rate                              130498126                       # Simulator tick rate (ticks/s)
host_mem_usage                                 695080                       # Number of bytes of host memory used
host_seconds                                    10.29                       # Real time elapsed on the host
sim_insts                                     2392363                       # Number of instructions simulated
sim_ops                                       2392363                       # Number of ops (including micro ops) simulated
system.voltage_domain.voltage                       1                       # Voltage in Volts
system.clk_domain.clock                          1000                       # Clock period in ticks
system.mem_ctrls.bytes_read::cpu00.inst        123072                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu00.data        378432                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu01.inst         12160                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu01.data          6720                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu02.inst          1088                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu02.data          4544                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu03.inst           704                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu03.data          6976                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu04.inst           256                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu04.data          5504                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu05.inst           640                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu05.data          5632                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu06.inst           448                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu06.data          6720                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu07.inst          2176                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu07.data          6528                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu08.inst           256                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu08.data          5120                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu09.inst          1152                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu09.data          6272                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu10.inst          3456                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu10.data          5376                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu11.inst          2240                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu11.data          6016                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu12.inst           320                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu12.data          5248                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu13.inst          1600                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu13.data          6144                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu14.inst          4544                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu14.data          6464                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu15.inst           768                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::cpu15.data          4800                       # Number of bytes read from this memory
system.mem_ctrls.bytes_read::total             621376                       # Number of bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu00.inst       123072                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu01.inst        12160                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu02.inst         1088                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu03.inst          704                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu04.inst          256                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu05.inst          640                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu06.inst          448                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu07.inst         2176                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu08.inst          256                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu09.inst         1152                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu10.inst         3456                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu11.inst         2240                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu12.inst          320                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu13.inst         1600                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu14.inst         4544                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::cpu15.inst          768                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_inst_read::total        154880                       # Number of instructions bytes read from this memory
system.mem_ctrls.bytes_written::writebacks        74944                       # Number of bytes written to this memory
system.mem_ctrls.bytes_written::total           74944                       # Number of bytes written to this memory
system.mem_ctrls.num_reads::cpu00.inst           1923                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu00.data           5913                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu01.inst            190                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu01.data            105                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu02.inst             17                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu02.data             71                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu03.inst             11                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu03.data            109                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu04.inst              4                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu04.data             86                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu05.inst             10                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu05.data             88                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu06.inst              7                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu06.data            105                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu07.inst             34                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu07.data            102                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu08.inst              4                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu08.data             80                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu09.inst             18                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu09.data             98                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu10.inst             54                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu10.data             84                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu11.inst             35                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu11.data             94                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu12.inst              5                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu12.data             82                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu13.inst             25                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu13.data             96                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu14.inst             71                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu14.data            101                       # Number of read requests responded to by this memory
